OrderID,Product Code,ProductName,OrderDate,ShippedDate,RequiredDate,Cutomer Name,Customer Country,Customer City,TitleOfCourtesy#Title#FirstName#LastName,Sales Quantity,Sales Price,
10292,20,Sir Rodney's Marmalade,28/08/2018,02/09/2018,25/09/2018,Tradi??o Hipermercados,Brazil,Sao Paulo,Ms.#Nancy#Davolio#Sales Representative,20,64.8,
10293,18,Carnarvon Tigers,29/08/2018,11/09/2018,26/09/2018,Tortuga Restaurante,Mexico,M?xico D.F.,Ms.#Nancy#Davolio#Sales Representative,12,50,
10293,24,Guaran? Fant?stica,29/08/2018,11/09/2018,26/09/2018,Tortuga Restaurante,Mexico,M?xico D.F.,Ms.#Nancy#Davolio#Sales Representative,10,3.6,
10293,63,Vegie-spread,29/08/2018,11/09/2018,26/09/2018,Tortuga Restaurante,Mexico,M?xico D.F.,Ms.#Nancy#Davolio#Sales Representative,5,35.1,
10293,75,Rh?nbr?u Klosterbier,29/08/2018,11/09/2018,26/09/2018,Tortuga Restaurante,Mexico,M?xico D.F.,Ms.#Nancy#Davolio#Sales Representative,6,6.2,
10294,1,Chai,30/08/2018,05/09/2018,27/09/2018,Rattlesnake Canyon Grocery,USA,Albuquerque,Mrs.#Margaret#Peacock#Sales Representative,18,14.4,
10294,17,Alice Mutton,30/08/2018,05/09/2018,27/09/2018,Rattlesnake Canyon Grocery,USA,Albuquerque,Mrs.#Margaret#Peacock#Sales Representative,15,31.2,
10294,43,Ipoh Coffee,30/08/2018,05/09/2018,27/09/2018,Rattlesnake Canyon Grocery,USA,Albuquerque,Mrs.#Margaret#Peacock#Sales Representative,15,36.8,
10294,60,Camembert Pierrot,30/08/2018,05/09/2018,27/09/2018,Rattlesnake Canyon Grocery,USA,Albuquerque,Mrs.#Margaret#Peacock#Sales Representative,21,27.2,
10294,75,Rh?nbr?u Klosterbier,30/08/2018,05/09/2018,27/09/2018,Rattlesnake Canyon Grocery,USA,Albuquerque,Mrs.#Margaret#Peacock#Sales Representative,6,6.2,
10295,56,Gnocchi di nonna Alice,02/09/2018,10/09/2018,30/09/2018,Vins et alcools Chevalier,France,Reims,"Dr.#Andrew#Fuller#Vice President, Sales",4,30.4,
10296,11,Queso Cabrales,03/09/2018,11/09/2018,01/10/2018,LILA-Supermercado,Venezuela,Barquisimeto,Mr.#Michael#Suyama#Sales Representative,12,16.8,
10296,16,Pavlova,03/09/2018,11/09/2018,01/10/2018,LILA-Supermercado,Venezuela,Barquisimeto,Mr.#Michael#Suyama#Sales Representative,30,13.9,
10296,69,Gudbrandsdalsost,03/09/2018,11/09/2018,01/10/2018,LILA-Supermercado,Venezuela,Barquisimeto,Mr.#Michael#Suyama#Sales Representative,15,28.8,
10297,39,Chartreuse verte,04/09/2018,10/09/2018,16/10/2018,Blondesddsl p?re et fils,France,Strasbourg,Mr.#Steven#Buchanan#Sales Manager,60,14.4,
10297,72,Mozzarella di Giovanni,04/09/2018,10/09/2018,16/10/2018,Blondesddsl p?re et fils,France,Strasbourg,Mr.#Steven#Buchanan#Sales Manager,20,27.8,
10298,2,Chang,05/09/2018,11/09/2018,03/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,Mr.#Michael#Suyama#Sales Representative,40,15.2,
10298,36,Inlagd Sill,05/09/2018,11/09/2018,03/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,Mr.#Michael#Suyama#Sales Representative,40,15.2,
10298,59,Raclette Courdavault,05/09/2018,11/09/2018,03/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,Mr.#Michael#Suyama#Sales Representative,30,44,
10298,62,Tarte au sucre,05/09/2018,11/09/2018,03/10/2018,Hungry Owl All-Night Grocers,Ireland,Cork,Mr.#Michael#Suyama#Sales Representative,15,39.4,
10299,19,Teatime Chocolate Biscuits,06/09/2018,13/09/2018,04/10/2018,Ricardo Adocicados,Brazil,Rio de Janeiro,Mrs.#Margaret#Peacock#Sales Representative,15,7.3,
10299,70,Outback Lager,06/09/2018,13/09/2018,04/10/2018,Ricardo Adocicados,Brazil,Rio de Janeiro,Mrs.#Margaret#Peacock#Sales Representative,20,12,
10300,66,Louisiana Hot Spiced Okra,09/09/2018,18/09/2018,07/10/2018,Magazzini Alimentari Riuniti,Italy,Bergamo,"Dr.#Andrew#Fuller#Vice President, Sales",30,13.6,
10300,68,Scottish Longbreads,09/09/2018,18/09/2018,07/10/2018,Magazzini Alimentari Riuniti,Italy,Bergamo,"Dr.#Andrew#Fuller#Vice President, Sales",20,10,
10301,40,Boston Crab Meat,09/09/2018,17/09/2018,07/10/2018,Die Wandernde Kuh,Germany,Stuttgart,Ms.#Laura#Callahan#Inside Sales Coordinator,10,14.7,
10301,56,Gnocchi di nonna Alice,09/09/2018,17/09/2018,07/10/2018,Die Wandernde Kuh,Germany,Stuttgart,Ms.#Laura#Callahan#Inside Sales Coordinator,20,30.4,
10302,17,Alice Mutton,10/09/2018,09/10/2018,08/10/2018,Supr?mes d?lices,Belgium,Charleroi,Mrs.#Margaret#Peacock#Sales Representative,40,31.2,
10302,28,R?ssle Sauerkraut,10/09/2018,09/10/2018,08/10/2018,Supr?mes d?lices,Belgium,Charleroi,Mrs.#Margaret#Peacock#Sales Representative,28,36.4,
10302,43,Ipoh Coffee,10/09/2018,09/10/2018,08/10/2018,Supr?mes d?lices,Belgium,Charleroi,Mrs.#Margaret#Peacock#Sales Representative,12,36.8,
10303,40,Boston Crab Meat,11/09/2018,18/09/2018,09/10/2018,Godos Cocina T?pica,Spain,Sevilla,Mr.#Robert#King#Sales Representative,40,14.7,
10303,65,Louisiana Fiery Hot Pepper Sauce,11/09/2018,18/09/2018,09/10/2018,Godos Cocina T?pica,Spain,Sevilla,Mr.#Robert#King#Sales Representative,30,16.8,
10303,68,Scottish Longbreads,11/09/2018,18/09/2018,09/10/2018,Godos Cocina T?pica,Spain,Sevilla,Mr.#Robert#King#Sales Representative,15,10,
10304,49,Maxilaku,12/09/2018,17/09/2018,10/10/2018,Tortuga Restaurante,Mexico,M?xico D.F.,Ms.#Nancy#Davolio#Sales Representative,30,16,
10304,59,Raclette Courdavault,12/09/2018,17/09/2018,10/10/2018,Tortuga Restaurante,Mexico,M?xico D.F.,Ms.#Nancy#Davolio#Sales Representative,10,44,
10304,71,Flotemysost,12/09/2018,17/09/2018,10/10/2018,Tortuga Restaurante,Mexico,M?xico D.F.,Ms.#Nancy#Davolio#Sales Representative,2,17.2,
10305,18,Carnarvon Tigers,13/09/2018,09/10/2018,11/10/2018,Old World Delicatessen,USA,Anchorage,Ms.#Laura#Callahan#Inside Sales Coordinator,25,50,
10305,29,Th?ringer Rostbratwurst,13/09/2018,09/10/2018,11/10/2018,Old World Delicatessen,USA,Anchorage,Ms.#Laura#Callahan#Inside Sales Coordinator,25,99,
10305,39,Chartreuse verte,13/09/2018,09/10/2018,11/10/2018,Old World Delicatessen,USA,Anchorage,Ms.#Laura#Callahan#Inside Sales Coordinator,30,14.4,
10306,30,Nord-Ost Matjeshering,16/09/2018,23/09/2018,14/10/2018,Romero y tomillo,Spain,Madrid,Ms.#Nancy#Davolio#Sales Representative,10,20.7,
