Time Stamp,Type_Customer,Supplier ID,Supplier_state_name,UnitPrice,SalesQuantity,TitleOfCourtesy@FirstName@LastName@Title,Customer_ Country,Customer_City,Discount
23/02/2015 17:29,Reg,6,Massachusetts,106,21,Ms.@Janet@Leverling@Sales Representative,Venezuela,Barquisimeto,0.05
23/02/2015 17:29,Silver,8,Massachusetts,139,28,Mrs.@Margaret@Peacock@Sales Representative,Germany,Frankfurt a.M.,0.17
23/02/2015 19:05,VIP,27,Maine,68,18,Mrs.@Margaret@Peacock@Sales Representative,Germany,Frankfurt a.M.,0.23
23/02/2015 19:05,VIP,16,Maine,134,13,Mrs.@Margaret@Peacock@Sales Representative,Germany,Frankfurt a.M.,0.05
23/02/2015 20:49,Silver,19,Maine,173,19,Mrs.@Margaret@Peacock@Sales Representative,Germany,Frankfurt a.M.,0.18
23/02/2015 20:49,Silver,4,Massachusetts,124,28,Ms.@Nancy@Davolio@Sales Representative,Germany,Cunewalde,0.06
24/02/2015 9:23,Reg,10,New Hampshire,133,16,Ms.@Nancy@Davolio@Sales Representative,Germany,Cunewalde,0.21
24/02/2015 10:14,Silver,5,Maine,129,21,Ms.@Nancy@Davolio@Sales Representative,Germany,Cunewalde,0.12
24/02/2015 20:10,Silver,29,Maine,146,19,Ms.@Laura@Callahan@Inside Sales Coordinator,Germany,Cunewalde,0.06
24/02/2015 20:10,VIP,24,New Hampshire,136,27,Ms.@Laura@Callahan@Inside Sales Coordinator,Germany,Cunewalde,0.16
25/02/2015 14:32,VIP,8,Rhode Island,104,17,Ms.@Laura@Callahan@Inside Sales Coordinator,Brazil,Rio de Janeiro,0.31
25/02/2015 17:52,VIP,8,Massachusetts,126,27,Ms.@Laura@Callahan@Inside Sales Coordinator,Brazil,Rio de Janeiro,0.33
26/02/2015 14:26,VIP,7,Rhode Island,94,15,Ms.@Laura@Callahan@Inside Sales Coordinator,Brazil,Rio de Janeiro,0.13
26/02/2015 14:26,Silver,7,Puerto Rico,68,24,Mrs.@Margaret@Peacock@Sales Representative,Italy,Reggio Emilia,0.2
26/02/2015 18:23,VIP,23,Rhode Island,157,26,Mrs.@Margaret@Peacock@Sales Representative,Italy,Reggio Emilia,0.04
26/02/2015 18:23,Silver,26,Maine,XXX,16,Mr.@Robert@King@Sales Representative,UK,London,0.03
27/02/2015 9:34,Silver,7,New Hampshire,63,18,Mr.@Robert@King@Sales Representative,UK,London,0.13
27/02/2015 11:01,Silver,11,Puerto Rico,120,15,Ms.@Laura@Callahan@Inside Sales Coordinator,Brazil,Sao Paulo,0.16
27/02/2015 11:01,Reg,19,Rhode Island,XXX,15,Ms.@Laura@Callahan@Inside Sales Coordinator,Brazil,Sao Paulo,0.24
27/02/2015 15:07,Silver,26,Massachusetts,182,16,Ms.@Laura@Callahan@Inside Sales Coordinator,Brazil,Sao Paulo,0.14
27/02/2015 15:40,VIP,25,Rhode Island,2,7,Ms.@Laura@Callahan@Inside Sales Coordinator,Brazil,Sao Paulo,0.05
27/02/2015 15:40,Silver,16,Massachusetts,128,27,Mr.@Michael@Suyama@Sales Representative,Brazil,Rio de Janeiro,0.24
28/02/2015 10:24,Silver,11,Massachusetts,140,22,Mr.@Michael@Suyama@Sales Representative,Brazil,Rio de Janeiro,0.33
28/02/2015 16:03,Silver,8,Massachusetts,104,23,Mr.@Michael@Suyama@Sales Representative,Brazil,Rio de Janeiro,0.23
28/02/2015 16:03,Reg,12,Massachusetts,161,28,Ms.@Nancy@Davolio@Sales Representative,Brazil,Sao Paulo,0.01
28/02/2015 16:03,VIP,23,Rhode Island,144,29,Ms.@Nancy@Davolio@Sales Representative,Mexico,M?xico D.F.,0.32
28/02/2015 19:35,VIP,25,Maine,136,11,Ms.@Nancy@Davolio@Sales Representative,Mexico,M?xico D.F.,0.12
28/02/2015 19:35,Silver,12,New Hampshire,196,17,Ms.@Nancy@Davolio@Sales Representative,Mexico,M?xico D.F.,0.16
01/03/2015 11:46,Reg,16,Maine,165,16,Ms.@Nancy@Davolio@Sales Representative,Mexico,M?xico D.F.,0.25
02/03/2015 10:06,VIP,10,Puerto Rico,179,20,Mrs.@Margaret@Peacock@Sales Representative,USA,Albuquerque,0.29
02/03/2015 13:53,VIP,3,Rhode Island,67,29,Mrs.@Margaret@Peacock@Sales Representative,USA,Albuquerque,0.25
02/03/2015 17:32,Silver,22,Massachusetts,111,13,Mrs.@Margaret@Peacock@Sales Representative,USA,Albuquerque,0.04
04/03/2015 12:21,Reg,7,Maine,122,30,Mrs.@Margaret@Peacock@Sales Representative,USA,Albuquerque,0.06
04/03/2015 12:21,Reg,18,Puerto Rico,134,12,Mrs.@Margaret@Peacock@Sales Representative,USA,Albuquerque,0.27
04/03/2015 12:21,Silver,14,Maine,122,27,"Dr.@Andrew@Fuller@Vice President, Sales",France,Reims,0.29
04/03/2015 13:22,Reg,15,Rhode Island,125,14,Mr.@Michael@Suyama@Sales Representative,Venezuela,Barquisimeto,0.17
04/03/2015 13:22,VIP,16,Massachusetts,115,24,Mr.@Michael@Suyama@Sales Representative,Venezuela,Barquisimeto,0.32
05/03/2015 19:47,Silver,6,Massachusetts,181,10,Mr.@Michael@Suyama@Sales Representative,Venezuela,Barquisimeto,0.2
05/03/2015 19:47,VIP,25,Massachusetts,121,15,Mr.@Steven@Buchanan@Sales Manager,France,Strasbourg,0.27
05/03/2015 20:31,Reg,11,Massachusetts,156,23,Mr.@Steven@Buchanan@Sales Manager,France,Strasbourg,0.31
05/03/2015 20:31,Reg,25,Massachusetts,109,28,Mr.@Michael@Suyama@Sales Representative,Ireland,Cork,0.27
07/03/2015 14:04,Reg,19,Massachusetts,87,13,Mr.@Michael@Suyama@Sales Representative,Ireland,Cork,0.05
08/03/2015 10:31,VIP,5,Maine,141,15,Mr.@Michael@Suyama@Sales Representative,Ireland,Cork,0.25
08/03/2015 10:31,Reg,24,Maine,175,25,Mr.@Michael@Suyama@Sales Representative,Ireland,Cork,0.26
08/03/2015 10:31,VIP,25,New Hampshire,113,17,Mrs.@Margaret@Peacock@Sales Representative,Brazil,Rio de Janeiro,0.25
08/03/2015 14:58,Reg,8,Maine,95,22,Mrs.@Margaret@Peacock@Sales Representative,Brazil,Rio de Janeiro,0.21
09/03/2015 13:45,Silver,1,Massachusetts,175,15,"Dr.@Andrew@Fuller@Vice President, Sales",Italy,Bergamo,0.24
10/03/2015 12:48,VIP,8,Maine,90,26,"Dr.@Andrew@Fuller@Vice President, Sales",Italy,Bergamo,0.11
10/03/2015 15:31,VIP,17,Maine,111,16,Ms.@Laura@Callahan@Inside Sales Coordinator,Germany,Stuttgart,0.07
10/03/2015 16:45,VIP,19,Massachusetts,135,16,Ms.@Laura@Callahan@Inside Sales Coordinator,Germany,Stuttgart,0.08
10/03/2015 19:01,Reg,8,Massachusetts,147,12,Mrs.@Margaret@Peacock@Sales Representative,Belgium,Charleroi,0.32
11/03/2015 13:13,VIP,15,Maine,115,10,Mrs.@Margaret@Peacock@Sales Representative,Belgium,Charleroi,0.04
11/03/2015 13:39,Reg,18,Massachusetts,129,30,Mrs.@Margaret@Peacock@Sales Representative,Belgium,Charleroi,0.19
11/03/2015 14:01,Silver,12,Massachusetts,91,29,Mr.@Robert@King@Sales Representative,Spain,Sevilla,0.18
11/03/2015 18:23,Silver,13,New Hampshire,110,18,Mr.@Robert@King@Sales Representative,Spain,Sevilla,0.08
11/03/2015 18:23,VIP,29,Massachusetts,79,26,Mr.@Robert@King@Sales Representative,Spain,Sevilla,0.24
11/03/2015 18:36,Silver,13,Massachusetts,149,13,Ms.@Nancy@Davolio@Sales Representative,Mexico,M?xico D.F.,0.23
12/03/2015 12:12,VIP,29,New Hampshire,178,13,Ms.@Nancy@Davolio@Sales Representative,Mexico,M?xico D.F.,0.02
12/03/2015 12:12,Reg,19,Massachusetts,160,12,Ms.@Nancy@Davolio@Sales Representative,Mexico,M?xico D.F.,0.13
12/03/2015 12:19,Reg,6,Massachusetts,135,20,Ms.@Laura@Callahan@Inside Sales Coordinator,USA,Anchorage,0.04
12/03/2015 12:54,VIP,8,Maine,150,21,Ms.@Laura@Callahan@Inside Sales Coordinator,USA,Anchorage,0.19
12/03/2015 13:33,Reg,3,New Hampshire,126,11,Ms.@Laura@Callahan@Inside Sales Coordinator,USA,Anchorage,0.03
12/03/2015 18:09,VIP,7,Massachusetts,15,8,Ms.@Nancy@Davolio@Sales Representative,Spain,Madrid,0.17
13/03/2015 14:19,Silver,4,Massachusetts,101,12,Ms.@Nancy@Davolio@Sales Representative,Spain,Madrid,0.3
15/03/2015 9:55,Reg,29,Massachusetts,189,23,Ms.@Nancy@Davolio@Sales Representative,Spain,Madrid,0
15/03/2015 9:55,Reg,27,Maine,113,27,"Dr.@Andrew@Fuller@Vice President, Sales",USA,Portland,0.12
15/03/2015 17:11,VIP,15,Massachusetts,142,13,"Dr.@Andrew@Fuller@Vice President, Sales",USA,Portland,0.05
16/03/2015 12:50,Silver,4,Massachusetts,63,24,Mr.@Robert@King@Sales Representative,Mexico,M?xico D.F.,0.32
17/03/2015 16:23,VIP,20,Massachusetts,146,20,Mr.@Robert@King@Sales Representative,Mexico,M?xico D.F.,0.2
17/03/2015 16:23,Reg,19,New Hampshire,156,16,Ms.@Janet@Leverling@Sales Representative,Ireland,Cork,0.08
18/03/2015 20:46,VIP,17,New Hampshire,106,16,Ms.@Janet@Leverling@Sales Representative,Ireland,Cork,0.09
19/03/2015 11:51,Silver,19,New Hampshire,134,29,Ms.@Janet@Leverling@Sales Representative,Ireland,Cork,0.28
19/03/2015 11:51,Reg,18,Maine,114,14,Ms.@Janet@Leverling@Sales Representative,Ireland,Cork,0.16
19/03/2015 14:12,Silver,27,New Hampshire,126,28,Ms.@Janet@Leverling@Sales Representative,Ireland,Cork,0.23
20/03/2015 15:19,Silver,15,New Hampshire,85,18,Ms.@Laura@Callahan@Inside Sales Coordinator,USA,Portland,0.09
21/03/2015 16:18,VIP,2,Massachusetts,176,12,Ms.@Laura@Callahan@Inside Sales Coordinator,USA,Portland,0.09
22/03/2015 9:31,VIP,14,Puerto Rico,131,16,Ms.@Nancy@Davolio@Sales Representative,France,Nantes,0.2
22/03/2015 9:31,Silver,6,Massachusetts,102,14,Ms.@Nancy@Davolio@Sales Representative,France,Nantes,0.03
22/03/2015 11:26,Reg,27,New Hampshire,107,17,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Stuttgart,0.07
22/03/2015 11:26,Reg,22,Maine,111,15,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Stuttgart,0.09
22/03/2015 13:50,Silver,12,Massachusetts,176,25,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Stuttgart,0.06
22/03/2015 13:50,Silver,7,Puerto Rico,108,19,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Stuttgart,0.01
22/03/2015 15:07,VIP,4,Massachusetts,161,24,"Dr.@Andrew@Fuller@Vice President, Sales",Germany,Cunewalde,0.22
22/03/2015 15:07,VIP,13,Massachusetts,81,10,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.2
22/03/2015 15:26,VIP,26,New Hampshire,119,20,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.29
22/03/2015 18:15,Silver,20,Massachusetts,166,29,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.12
23/03/2015 10:04,VIP,12,Puerto Rico,86,14,Mrs.@Margaret@Peacock@Sales Representative,UK,Cowes,0.21
23/03/2015 14:56,Silver,25,New Hampshire,137,12,Mrs.@Margaret@Peacock@Sales Representative,UK,Cowes,0.32
23/03/2015 17:27,VIP,28,Rhode Island,108,26,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.01
23/03/2015 17:27,VIP,27,Massachusetts,134,13,Ms.@Nancy@Davolio@Sales Representative,USA,Albuquerque,0.27
23/03/2015 20:52,Reg,26,Massachusetts,175,13,Mr.@Michael@Suyama@Sales Representative,USA,Portland,0.18
24/03/2015 10:04,Reg,6,Maine,132,29,Ms.@Laura@Callahan@Inside Sales Coordinator,UK,Cowes,0.2
24/03/2015 11:49,Reg,6,Maine,117,25,Ms.@Laura@Callahan@Inside Sales Coordinator,UK,Cowes,0.04
24/03/2015 13:00,VIP,29,Massachusetts,154,26,Mr.@Robert@King@Sales Representative,Mexico,M?xico D.F.,0.01
24/03/2015 14:31,VIP,2,Puerto Rico,138,29,Mr.@Robert@King@Sales Representative,Mexico,M?xico D.F.,0.16
24/03/2015 14:31,VIP,19,Massachusetts,142,29,Mr.@Robert@King@Sales Representative,Mexico,M?xico D.F.,0.33
24/03/2015 15:23,Silver,16,Maine,113,11,Mr.@Steven@Buchanan@Sales Manager,Finland,Oulu,0.1
24/03/2015 15:59,Silver,23,New Hampshire,75,13,Ms.@Janet@Leverling@Sales Representative,UK,Cowes,0.26
24/03/2015 15:59,Reg,13,Massachusetts,119,10,Mr.@Robert@King@Sales Representative,Mexico,M?xico D.F.,0.05
24/03/2015 16:44,VIP,26,Massachusetts,87,15,Mrs.@Margaret@Peacock@Sales Representative,Germany,Brandenburg,0.04
24/03/2015 16:44,Silver,28,New Hampshire,164,16,Mrs.@Margaret@Peacock@Sales Representative,Germany,Brandenburg,0.27
25/03/2015 10:15,Silver,14,Rhode Island,72,27,Mrs.@Margaret@Peacock@Sales Representative,Germany,Brandenburg,0.13
25/03/2015 15:49,Reg,20,Massachusetts,136,12,Ms.@Anne@Dodsworth@Sales Representative,USA,Boise,0.28
26/03/2015 9:23,VIP,1,Maine,116,16,Ms.@Anne@Dodsworth@Sales Representative,USA,Boise,0.15
26/03/2015 9:23,Reg,24,Maine,74,19,Ms.@Anne@Dodsworth@Sales Representative,USA,Boise,0.13
26/03/2015 12:25,Reg,19,New Hampshire,105,13,Ms.@Anne@Dodsworth@Sales Representative,USA,Boise,0.24
26/03/2015 12:25,VIP,26,Massachusetts,164,28,Ms.@Anne@Dodsworth@Sales Representative,USA,Boise,0.27
26/03/2015 13:51,Silver,16,Massachusetts,133,21,Ms.@Nancy@Davolio@Sales Representative,Germany,Brandenburg,0.02
26/03/2015 17:25,Reg,22,Rhode Island,65,27,Ms.@Nancy@Davolio@Sales Representative,Germany,Brandenburg,0.22
27/03/2015 18:32,Silver,28,Massachusetts,135,16,Ms.@Nancy@Davolio@Sales Representative,Germany,Brandenburg,0.17
27/03/2015 18:32,Silver,21,Massachusetts,103,13,Ms.@Nancy@Davolio@Sales Representative,Germany,Brandenburg,0.15
27/03/2015 18:32,VIP,21,Massachusetts,120,22,Ms.@Nancy@Davolio@Sales Representative,Germany,Brandenburg,0.22
28/03/2015 12:18,VIP,9,Massachusetts,87,4,Mrs.@Margaret@Peacock@Sales Representative,Spain,Madrid,0.17
28/03/2015 19:48,Reg,24,Puerto Rico,138,12,Mrs.@Margaret@Peacock@Sales Representative,Spain,Madrid,0.09
29/03/2015 9:28,Silver,28,Maine,133,14,Mrs.@Margaret@Peacock@Sales Representative,Spain,Madrid,0.17
29/03/2015 12:02,VIP,5,Puerto Rico,131,20,"Dr.@Andrew@Fuller@Vice President, Sales",Sweden,Br?cke,0.1
29/03/2015 12:05,VIP,24,Puerto Rico,105,30,"Dr.@Andrew@Fuller@Vice President, Sales",Sweden,Br?cke,0.02
29/03/2015 12:05,VIP,7,Maine,81,10,"Dr.@Andrew@Fuller@Vice President, Sales",Sweden,Br?cke,0.31
29/03/2015 12:05,VIP,19,New Hampshire,113,23,"Dr.@Andrew@Fuller@Vice President, Sales",Sweden,Br?cke,0.18
