OrderID,ProductName,OrderDate,Cutomer Name,Customer Country,Customer City,Sales Quantity,Sales Price,Title Last and First Name
10253,Chartreuse verte,11/07/2018 13:36,Hanari Carnes,Brazil,Rio de Janeiro,42,14.4,Sales Representative#Leverling#Janet
10253,Maxilaku,10/07/2018 23:36,Hanari Carnes,Brazil,Rio de Janeiro,40,16,Sales Representative#Leverling#Janet
10254,Guaran? Fant?stica,12/07/2018 16:24,Chop-suey Chinese,Switzerland,Bern,15,3.6,Sales Manager#Buchanan#Steven
10254,P?t? chinois,11/07/2018 15:48,Chop-suey Chinese,Switzerland,Bern,21,19.2,Sales Manager#Buchanan#Steven
10254,Longlife Tofu,11/07/2018 20:12,Chop-suey Chinese,Switzerland,Bern,21,8,Sales Manager#Buchanan#Steven
10255,Chang,12/07/2018 17:48,Richter Supermarkt,Switzerland,Gen?ve,20,15.2,Sales Representative#Dodsworth#Anne
10255,Pavlova,12/07/2018 8:36,Richter Supermarkt,Switzerland,Gen?ve,35,13.9,Sales Representative#Dodsworth#Anne
10255,Inlagd Sill,12/07/2018 16:24,Richter Supermarkt,Switzerland,Gen?ve,25,15.2,Sales Representative#Dodsworth#Anne
10255,Raclette Courdavault,13/07/2018 4:48,Richter Supermarkt,Switzerland,Gen?ve,30,44,Sales Representative#Dodsworth#Anne
10256,Perth Pasties,16/07/2018 7:00,Wellington Importadora,Brazil,Resende,15,26.2,Sales Representative#Leverling#Janet
10256,Original Frankfurter gr?ne So?e,15/07/2018 6:12,Wellington Importadora,Brazil,Resende,12,10.4,Sales Representative#Leverling#Janet
10257,Schoggi Schokolade,17/07/2018 18:12,HILARION-Abastos,Venezuela,San Crist?bal,25,35.1,Sales Representative#Peacock#Margaret
10257,Chartreuse verte,17/07/2018 10:48,HILARION-Abastos,Venezuela,San Crist?bal,6,14.4,Sales Representative#Peacock#Margaret
10257,Original Frankfurter gr?ne So?e,16/07/2018 14:24,HILARION-Abastos,Venezuela,San Crist?bal,15,10.4,Sales Representative#Peacock#Margaret
10258,Chang,18/07/2018 10:00,Ernst Handel,Austria,Graz,50,15.2,Sales Representative#Davolio#Nancy
10258,Chef Anton's Gumbo Mix,18/07/2018 3:12,Ernst Handel,Austria,Graz,65,17,Sales Representative#Davolio#Nancy
10258,Mascarpone Fabioli,18/07/2018 5:36,Ernst Handel,Austria,Graz,6,25.6,Sales Representative#Davolio#Nancy
10259,Sir Rodney's Scones,18/07/2018 20:24,Centro comercial Moctezuma,Mexico,M?xico D.F.,10,8,Sales Representative#Peacock#Margaret
10259,Gravad lax,19/07/2018 21:36,Centro comercial Moctezuma,Mexico,M?xico D.F.,1,20.8,Sales Representative#Peacock#Margaret
10260,Jack's New England Clam Chowder,20/07/2018 21:48,Ottilies K?seladen,Germany,K?ln,16,7.7,Sales Representative#Peacock#Margaret
10260,Ravioli Angelo,20/07/2018 3:00,Ottilies K?seladen,Germany,K?ln,50,15.6,Sales Representative#Peacock#Margaret
10260,Tarte au sucre,19/07/2018 22:24,Ottilies K?seladen,Germany,K?ln,15,39.4,Sales Representative#Peacock#Margaret
10260,Outback Lager,19/07/2018 11:48,Ottilies K?seladen,Germany,K?ln,21,12,Sales Representative#Peacock#Margaret
10261,Sir Rodney's Scones,19/07/2018 21:24,Que Del?cia,Brazil,Rio de Janeiro,20,8,Sales Representative#Peacock#Margaret
10261,Steeleye Stout,20/07/2018 4:00,Que Del?cia,Brazil,Rio de Janeiro,20,14.4,Sales Representative#Peacock#Margaret
10262,Chef Anton's Gumbo Mix,23/07/2018 13:36,Rattlesnake Canyon Grocery,USA,Albuquerque,12,17,Inside Sales Coordinator#Callahan#Laura
10262,Uncle Bob's Organic Dried Pears,22/07/2018 13:48,Rattlesnake Canyon Grocery,USA,Albuquerque,15,24,Inside Sales Coordinator#Callahan#Laura
10262,Gnocchi di nonna Alice,22/07/2018 14:36,Rattlesnake Canyon Grocery,USA,Albuquerque,2,30.4,Inside Sales Coordinator#Callahan#Laura
10263,Pavlova,23/07/2018 23:48,Ernst Handel,Austria,Graz,60,13.9,Sales Representative#Dodsworth#Anne
10263,Guaran? Fant?stica,24/07/2018 9:00,Ernst Handel,Austria,Graz,28,3.6,Sales Representative#Dodsworth#Anne
10263,Nord-Ost Matjeshering,23/07/2018 21:48,Ernst Handel,Austria,Graz,60,20.7,Sales Representative#Dodsworth#Anne
10263,Longlife Tofu,23/07/2018 20:00,Ernst Handel,Austria,Graz,36,8,Sales Representative#Dodsworth#Anne
10264,Chang,25/07/2018 7:24,Folk och f? HB,Sweden,Br?cke,35,15.2,Sales Representative#Suyama#Michael
10264,Jack's New England Clam Chowder,24/07/2018 7:48,Folk och f? HB,Sweden,Br?cke,25,7.7,Sales Representative#Suyama#Michael
10265,Alice Mutton,26/07/2018 13:12,Blondesddsl p?re et fils,France,Strasbourg,30,31.2,"Vice President, Sales#Fuller#Andrew"
10265,Outback Lager,26/07/2018 2:36,Blondesddsl p?re et fils,France,Strasbourg,20,12,"Vice President, Sales#Fuller#Andrew"
10266,Queso Manchego La Pastora,27/07/2018 1:36,Wartian Herkku,Finland,Oulu,12,30.4,Sales Representative#Leverling#Janet
10267,Boston Crab Meat,30/07/2018 21:00,Frankenversand,Germany,M?nchen,50,14.7,Sales Representative#Peacock#Margaret
10267,Raclette Courdavault,30/07/2018 8:48,Frankenversand,Germany,M?nchen,70,44,Sales Representative#Peacock#Margaret
10267,Lakkalik??ri,30/07/2018 4:00,Frankenversand,Germany,M?nchen,15,14.4,Sales Representative#Peacock#Margaret
10268,Th?ringer Rostbratwurst,30/07/2018 7:36,GROSELLA-Restaurante,Venezuela,Caracas,10,99,Inside Sales Coordinator#Callahan#Laura
10268,Mozzarella di Giovanni,30/07/2018 8:00,GROSELLA-Restaurante,Venezuela,Caracas,4,27.8,Inside Sales Coordinator#Callahan#Laura
10269,Geitost,01/08/2018 6:36,White Clover Markets,USA,Seattle,60,2,Sales Manager#Buchanan#Steven
10269,Mozzarella di Giovanni,31/07/2018 14:48,White Clover Markets,USA,Seattle,20,27.8,Sales Manager#Buchanan#Steven
10270,Inlagd Sill,02/08/2018 14:12,Wartian Herkku,Finland,Oulu,30,15.2,Sales Representative#Davolio#Nancy
10270,Ipoh Coffee,02/08/2018 2:36,Wartian Herkku,Finland,Oulu,25,36.8,Sales Representative#Davolio#Nancy
10271,Geitost,02/08/2018 10:00,Split Rail Beer & Ale,USA,Lander,24,2,Sales Representative#Suyama#Michael
10272,Sir Rodney's Marmalade,02/08/2018 17:48,Rattlesnake Canyon Grocery,USA,Albuquerque,6,64.8,Sales Representative#Suyama#Michael
10272,Gorgonzola Telino,03/08/2018 4:00,Rattlesnake Canyon Grocery,USA,Albuquerque,40,10,Sales Representative#Suyama#Michael
10272,Mozzarella di Giovanni,03/08/2018 13:36,Rattlesnake Canyon Grocery,USA,Albuquerque,24,27.8,Sales Representative#Suyama#Michael
10273,Ikura,06/08/2018 1:00,QUICK-Stop,Germany,Cunewalde,24,24.8,Sales Representative#Leverling#Janet
10273,Gorgonzola Telino,06/08/2018 15:36,QUICK-Stop,Germany,Cunewalde,15,10,Sales Representative#Leverling#Janet
10273,Geitost,05/08/2018 20:48,QUICK-Stop,Germany,Cunewalde,20,2,Sales Representative#Leverling#Janet
10273,Boston Crab Meat,06/08/2018 11:00,QUICK-Stop,Germany,Cunewalde,60,14.7,Sales Representative#Leverling#Janet
10273,Lakkalik??ri,05/08/2018 4:48,QUICK-Stop,Germany,Cunewalde,33,14.4,Sales Representative#Leverling#Janet
10274,Flotemysost,07/08/2018 21:36,Vins et alcools Chevalier,France,Reims,20,17.2,Sales Representative#Suyama#Michael
10274,Mozzarella di Giovanni,06/08/2018 21:24,Vins et alcools Chevalier,France,Reims,7,27.8,Sales Representative#Suyama#Michael
10275,Guaran? Fant?stica,07/08/2018 16:00,Magazzini Alimentari Riuniti,Italy,Bergamo,12,3.6,Sales Representative#Davolio#Nancy
10275,Raclette Courdavault,07/08/2018 16:12,Magazzini Alimentari Riuniti,Italy,Bergamo,6,44,Sales Representative#Davolio#Nancy
10276,Ikura,08/08/2018 7:36,Tortuga Restaurante,Mexico,M?xico D.F.,15,24.8,Inside Sales Coordinator#Callahan#Laura
10276,Konbu,08/08/2018 23:12,Tortuga Restaurante,Mexico,M?xico D.F.,10,4.8,Inside Sales Coordinator#Callahan#Laura
10277,R?ssle Sauerkraut,10/08/2018 1:36,Morgenstern Gesundkost,Germany,Leipzig,20,36.4,"Vice President, Sales#Fuller#Andrew"
10277,Tarte au sucre,09/08/2018 16:00,Morgenstern Gesundkost,Germany,Leipzig,12,39.4,"Vice President, Sales#Fuller#Andrew"
10278,Gula Malacca,12/08/2018 12:12,Berglunds snabbk?p,Sweden,Lule?,16,15.5,Inside Sales Coordinator#Callahan#Laura
10278,Raclette Courdavault,12/08/2018 17:00,Berglunds snabbk?p,Sweden,Lule?,15,44,Inside Sales Coordinator#Callahan#Laura
10278,Vegie-spread,13/08/2018 12:24,Berglunds snabbk?p,Sweden,Lule?,8,35.1,Inside Sales Coordinator#Callahan#Laura
10278,R?d Kaviar,13/08/2018 4:48,Berglunds snabbk?p,Sweden,Lule?,25,12,Inside Sales Coordinator#Callahan#Laura
10279,Alice Mutton,13/08/2018 14:48,Lehmanns Marktstand,Germany,Frankfurt a.M.,15,31.2,Inside Sales Coordinator#Callahan#Laura
10280,Guaran? Fant?stica,15/08/2018 15:00,Berglunds snabbk?p,Sweden,Lule?,12,3.6,"Vice President, Sales#Fuller#Andrew"
10280,P?t? chinois,14/08/2018 22:24,Berglunds snabbk?p,Sweden,Lule?,20,19.2,"Vice President, Sales#Fuller#Andrew"
10280,Rh?nbr?u Klosterbier,15/08/2018 16:12,Berglunds snabbk?p,Sweden,Lule?,30,6.2,"Vice President, Sales#Fuller#Andrew"
10281,Teatime Chocolate Biscuits,15/08/2018 12:00,Romero y tomillo,Spain,Madrid,1,7.3,Sales Representative#Peacock#Margaret
10281,Guaran? Fant?stica,15/08/2018 2:48,Romero y tomillo,Spain,Madrid,6,3.6,Sales Representative#Peacock#Margaret
10281,Steeleye Stout,15/08/2018 2:36,Romero y tomillo,Spain,Madrid,4,14.4,Sales Representative#Peacock#Margaret
10282,Nord-Ost Matjeshering,15/08/2018 20:24,Romero y tomillo,Spain,Madrid,6,20.7,Sales Representative#Peacock#Margaret
10282,Ravioli Angelo,16/08/2018 10:12,Romero y tomillo,Spain,Madrid,2,15.6,Sales Representative#Peacock#Margaret
10283,Genen Shouyu,16/08/2018 23:36,LILA-Supermercado,Venezuela,Barquisimeto,20,12.4,Sales Representative#Leverling#Janet
10283,Teatime Chocolate Biscuits,17/08/2018 8:12,LILA-Supermercado,Venezuela,Barquisimeto,18,7.3,Sales Representative#Leverling#Janet
10283,Camembert Pierrot,17/08/2018 16:24,LILA-Supermercado,Venezuela,Barquisimeto,35,27.2,Sales Representative#Leverling#Janet
10283,Mozzarella di Giovanni,17/08/2018 14:12,LILA-Supermercado,Venezuela,Barquisimeto,3,27.8,Sales Representative#Leverling#Janet
10284,Schoggi Schokolade,20/08/2018 8:48,Lehmanns Marktstand,Germany,Frankfurt a.M.,15,35.1,Sales Representative#Peacock#Margaret
10284,Gula Malacca,19/08/2018 21:24,Lehmanns Marktstand,Germany,Frankfurt a.M.,21,15.5,Sales Representative#Peacock#Margaret
10284,Camembert Pierrot,19/08/2018 23:00,Lehmanns Marktstand,Germany,Frankfurt a.M.,20,27.2,Sales Representative#Peacock#Margaret
10284,Laughing Lumberjack Lager,20/08/2018 3:00,Lehmanns Marktstand,Germany,Frankfurt a.M.,5,11.2,Sales Representative#Peacock#Margaret
10285,Chai,21/08/2018 2:12,QUICK-Stop,Germany,Cunewalde,45,14.4,Sales Representative#Davolio#Nancy
10285,Boston Crab Meat,20/08/2018 12:00,QUICK-Stop,Germany,Cunewalde,40,14.7,Sales Representative#Davolio#Nancy
10285,Perth Pasties,20/08/2018 21:36,QUICK-Stop,Germany,Cunewalde,36,26.2,Sales Representative#Davolio#Nancy
10286,Steeleye Stout,21/08/2018 21:24,QUICK-Stop,Germany,Cunewalde,100,14.4,Inside Sales Coordinator#Callahan#Laura
10286,Tarte au sucre,21/08/2018 18:12,QUICK-Stop,Germany,Cunewalde,40,39.4,Inside Sales Coordinator#Callahan#Laura
10287,Pavlova,22/08/2018 9:00,Ricardo Adocicados,Brazil,Rio de Janeiro,40,13.9,Inside Sales Coordinator#Callahan#Laura
10287,Sasquatch Ale,23/08/2018 12:24,Ricardo Adocicados,Brazil,Rio de Janeiro,20,11.2,Inside Sales Coordinator#Callahan#Laura
10287,Spegesild,22/08/2018 22:00,Ricardo Adocicados,Brazil,Rio de Janeiro,15,9.6,Inside Sales Coordinator#Callahan#Laura
10288,Tourti?re,24/08/2018 12:48,Reggiani Caseifici,Italy,Reggio Emilia,10,5.9,Sales Representative#Peacock#Margaret
10288,Scottish Longbreads,24/08/2018 16:24,Reggiani Caseifici,Italy,Reggio Emilia,3,10,Sales Representative#Peacock#Margaret
10289,Aniseed Syrup,26/08/2018 21:00,B's Beverages,UK,London,30,8,Sales Representative#King#Robert
10289,Wimmers gute Semmelkn?del,27/08/2018 6:00,B's Beverages,UK,London,9,26.6,Sales Representative#King#Robert
10290,Chef Anton's Gumbo Mix,27/08/2018 14:24,Com?rcio Mineiro,Brazil,Sao Paulo,20,17,Inside Sales Coordinator#Callahan#Laura
10290,Th?ringer Rostbratwurst,28/08/2018 1:12,Com?rcio Mineiro,Brazil,Sao Paulo,15,99,Inside Sales Coordinator#Callahan#Laura
10290,Maxilaku,27/08/2018 8:48,Com?rcio Mineiro,Brazil,Sao Paulo,15,16,Inside Sales Coordinator#Callahan#Laura
10290,Original Frankfurter gr?ne So?e,28/08/2018 2:12,Com?rcio Mineiro,Brazil,Sao Paulo,10,10.4,Inside Sales Coordinator#Callahan#Laura
10291,Konbu,28/08/2018 8:00,Que Del?cia,Brazil,Rio de Janeiro,20,4.8,Sales Representative#Suyama#Michael
10291,Gula Malacca,28/08/2018 21:24,Que Del?cia,Brazil,Rio de Janeiro,24,15.5,Sales Representative#Suyama#Michael
10291,Manjimup Dried Apples,27/08/2018 22:00,Que Del?cia,Brazil,Rio de Janeiro,2,42.4,Sales Representative#Suyama#Michael
10292,Sir Rodney's Marmalade,29/08/2018 12:00,Tradi??o Hipermercados,Brazil,Sao Paulo,20,64.8,Sales Representative#Davolio#Nancy
10293,Carnarvon Tigers,30/08/2018 8:24,Tortuga Restaurante,Mexico,M?xico D.F.,12,50,Sales Representative#Davolio#Nancy
10293,Guaran? Fant?stica,30/08/2018 13:12,Tortuga Restaurante,Mexico,M?xico D.F.,10,3.6,Sales Representative#Davolio#Nancy
10293,Vegie-spread,30/08/2018 8:12,Tortuga Restaurante,Mexico,M?xico D.F.,5,35.1,Sales Representative#Davolio#Nancy
10293,Rh?nbr?u Klosterbier,29/08/2018 5:36,Tortuga Restaurante,Mexico,M?xico D.F.,6,6.2,Sales Representative#Davolio#Nancy
10294,Chai,30/08/2018 17:00,Rattlesnake Canyon Grocery,USA,Albuquerque,18,14.4,Sales Representative#Peacock#Margaret
10294,Alice Mutton,31/08/2018 5:00,Rattlesnake Canyon Grocery,USA,Albuquerque,15,31.2,Sales Representative#Peacock#Margaret
10294,Ipoh Coffee,30/08/2018 23:12,Rattlesnake Canyon Grocery,USA,Albuquerque,15,36.8,Sales Representative#Peacock#Margaret
10294,Camembert Pierrot,31/08/2018 7:24,Rattlesnake Canyon Grocery,USA,Albuquerque,21,27.2,Sales Representative#Peacock#Margaret
10294,Rh?nbr?u Klosterbier,31/08/2018 4:12,Rattlesnake Canyon Grocery,USA,Albuquerque,6,6.2,Sales Representative#Peacock#Margaret
10295,Gnocchi di nonna Alice,03/09/2018 1:00,Vins et alcools Chevalier,France,Reims,4,30.4,"Vice President, Sales#Fuller#Andrew"
10296,Queso Cabrales,03/09/2018 16:00,LILA-Supermercado,Venezuela,Barquisimeto,12,16.8,Sales Representative#Suyama#Michael
10296,Pavlova,03/09/2018 15:48,LILA-Supermercado,Venezuela,Barquisimeto,30,13.9,Sales Representative#Suyama#Michael
10296,Gudbrandsdalsost,04/09/2018 7:12,LILA-Supermercado,Venezuela,Barquisimeto,15,28.8,Sales Representative#Suyama#Michael
10297,Chartreuse verte,04/09/2018 23:48,Blondesddsl p?re et fils,France,Strasbourg,60,14.4,Sales Manager#Buchanan#Steven
10297,Mozzarella di Giovanni,05/09/2018 14:12,Blondesddsl p?re et fils,France,Strasbourg,20,27.8,Sales Manager#Buchanan#Steven
10298,Chang,06/09/2018 3:12,Hungry Owl All-Night Grocers,Ireland,Cork,40,15.2,Sales Representative#Suyama#Michael
10298,Inlagd Sill,06/09/2018 11:24,Hungry Owl All-Night Grocers,Ireland,Cork,40,15.2,Sales Representative#Suyama#Michael
10298,Raclette Courdavault,06/09/2018 13:12,Hungry Owl All-Night Grocers,Ireland,Cork,30,44,Sales Representative#Suyama#Michael
10298,Tarte au sucre,05/09/2018 20:00,Hungry Owl All-Night Grocers,Ireland,Cork,15,39.4,Sales Representative#Suyama#Michael
10299,Teatime Chocolate Biscuits,07/09/2018 3:12,Ricardo Adocicados,Brazil,Rio de Janeiro,15,7.3,Sales Representative#Peacock#Margaret
10299,Outback Lager,06/09/2018 12:48,Ricardo Adocicados,Brazil,Rio de Janeiro,20,12,Sales Representative#Peacock#Margaret
10300,Louisiana Hot Spiced Okra,10/09/2018 4:48,Magazzini Alimentari Riuniti,Italy,Bergamo,30,13.6,"Vice President, Sales#Fuller#Andrew"
10300,Scottish Longbreads,09/09/2018 22:48,Magazzini Alimentari Riuniti,Italy,Bergamo,20,10,"Vice President, Sales#Fuller#Andrew"
10301,Boston Crab Meat,10/09/2018 20:00,Die Wandernde Kuh,Germany,Stuttgart,10,14.7,Inside Sales Coordinator#Callahan#Laura
10301,Gnocchi di nonna Alice,09/09/2018 17:36,Die Wandernde Kuh,Germany,Stuttgart,20,30.4,Inside Sales Coordinator#Callahan#Laura
10302,Alice Mutton,11/09/2018 18:00,Supr?mes d?lices,Belgium,Charleroi,40,31.2,Sales Representative#Peacock#Margaret
10302,R?ssle Sauerkraut,11/09/2018 4:12,Supr?mes d?lices,Belgium,Charleroi,28,36.4,Sales Representative#Peacock#Margaret
10302,Ipoh Coffee,10/09/2018 5:00,Supr?mes d?lices,Belgium,Charleroi,12,36.8,Sales Representative#Peacock#Margaret
10303,Boston Crab Meat,12/09/2018 3:24,Godos Cocina T?pica,Spain,Sevilla,40,14.7,Sales Representative#King#Robert
10303,Louisiana Fiery Hot Pepper Sauce,12/09/2018 3:00,Godos Cocina T?pica,Spain,Sevilla,30,16.8,Sales Representative#King#Robert
10303,Scottish Longbreads,12/09/2018 5:36,Godos Cocina T?pica,Spain,Sevilla,15,10,Sales Representative#King#Robert
10304,Maxilaku,13/09/2018 12:12,Tortuga Restaurante,Mexico,M?xico D.F.,30,16,Sales Representative#Davolio#Nancy
10304,Raclette Courdavault,12/09/2018 21:24,Tortuga Restaurante,Mexico,M?xico D.F.,10,44,Sales Representative#Davolio#Nancy
10304,Flotemysost,12/09/2018 14:48,Tortuga Restaurante,Mexico,M?xico D.F.,2,17.2,Sales Representative#Davolio#Nancy
10305,Carnarvon Tigers,14/09/2018 6:24,Old World Delicatessen,USA,Anchorage,25,50,Inside Sales Coordinator#Callahan#Laura
10305,Th?ringer Rostbratwurst,14/09/2018 5:36,Old World Delicatessen,USA,Anchorage,25,99,Inside Sales Coordinator#Callahan#Laura
10305,Chartreuse verte,13/09/2018 15:48,Old World Delicatessen,USA,Anchorage,30,14.4,Inside Sales Coordinator#Callahan#Laura
10306,Nord-Ost Matjeshering,16/09/2018 14:00,Romero y tomillo,Spain,Madrid,10,20.7,Sales Representative#Davolio#Nancy
10306,Perth Pasties,16/09/2018 6:48,Romero y tomillo,Spain,Madrid,10,26.2,Sales Representative#Davolio#Nancy
10306,Tourti?re,16/09/2018 15:24,Romero y tomillo,Spain,Madrid,5,5.9,Sales Representative#Davolio#Nancy
10307,Tarte au sucre,18/09/2018 12:00,Lonesome Pine Restaurant,USA,Portland,10,39.4,"Vice President, Sales#Fuller#Andrew"
10307,Scottish Longbreads,17/09/2018 21:36,Lonesome Pine Restaurant,USA,Portland,3,10,"Vice President, Sales#Fuller#Andrew"
10308,Gudbrandsdalsost,19/09/2018 9:48,Ana Trujillo Emparedados y helados,Mexico,M?xico D.F.,1,28.8,Sales Representative#King#Robert
10308,Outback Lager,18/09/2018 16:00,Ana Trujillo Emparedados y helados,Mexico,M?xico D.F.,5,12,Sales Representative#King#Robert
10309,Chef Anton's Cajun Seasoning,20/09/2018 4:36,Hungry Owl All-Night Grocers,Ireland,Cork,20,17.6,Sales Representative#Leverling#Janet
10309,Grandma's Boysenberry Spread,19/09/2018 19:12,Hungry Owl All-Night Grocers,Ireland,Cork,30,20,Sales Representative#Leverling#Janet
10309,Singaporean Hokkien Fried Mee,19/09/2018 14:24,Hungry Owl All-Night Grocers,Ireland,Cork,2,11.2,Sales Representative#Leverling#Janet
10309,Ipoh Coffee,20/09/2018 13:00,Hungry Owl All-Night Grocers,Ireland,Cork,20,36.8,Sales Representative#Leverling#Janet
10309,Flotemysost,19/09/2018 14:12,Hungry Owl All-Night Grocers,Ireland,Cork,3,17.2,Sales Representative#Leverling#Janet
10310,Pavlova,21/09/2018 16:00,The Big Cheese,USA,Portland,10,13.9,Inside Sales Coordinator#Callahan#Laura
10310,Tarte au sucre,20/09/2018 15:24,The Big Cheese,USA,Portland,5,39.4,Inside Sales Coordinator#Callahan#Laura
10311,Singaporean Hokkien Fried Mee,20/09/2018 4:48,Du monde entier,France,Nantes,6,11.2,Sales Representative#Davolio#Nancy
10311,Gudbrandsdalsost,20/09/2018 13:48,Du monde entier,France,Nantes,7,28.8,Sales Representative#Davolio#Nancy
10312,R?ssle Sauerkraut,23/09/2018 15:24,Die Wandernde Kuh,Germany,Stuttgart,4,36.4,"Vice President, Sales#Fuller#Andrew"
10312,Ipoh Coffee,24/09/2018 2:24,Die Wandernde Kuh,Germany,Stuttgart,24,36.8,"Vice President, Sales#Fuller#Andrew"
10312,Perth Pasties,24/09/2018 2:12,Die Wandernde Kuh,Germany,Stuttgart,20,26.2,"Vice President, Sales#Fuller#Andrew"
10312,Rh?nbr?u Klosterbier,23/09/2018 20:48,Die Wandernde Kuh,Germany,Stuttgart,10,6.2,"Vice President, Sales#Fuller#Andrew"
10313,Inlagd Sill,25/09/2018 7:48,QUICK-Stop,Germany,Cunewalde,12,15.2,"Vice President, Sales#Fuller#Andrew"
10314,Mascarpone Fabioli,25/09/2018 9:24,Rattlesnake Canyon Grocery,USA,Albuquerque,40,25.6,Sales Representative#Davolio#Nancy
10314,Escargots de Bourgogne,26/09/2018 12:48,Rattlesnake Canyon Grocery,USA,Albuquerque,30,10.6,Sales Representative#Davolio#Nancy
10314,Tarte au sucre,26/09/2018 0:12,Rattlesnake Canyon Grocery,USA,Albuquerque,25,39.4,Sales Representative#Davolio#Nancy
10315,Sasquatch Ale,26/09/2018 13:48,Island Trading,UK,Cowes,14,11.2,Sales Representative#Peacock#Margaret
10315,Outback Lager,27/09/2018 11:12,Island Trading,UK,Cowes,30,12,Sales Representative#Peacock#Margaret
10316,Jack's New England Clam Chowder,27/09/2018 17:24,Rattlesnake Canyon Grocery,USA,Albuquerque,10,7.7,Sales Representative#Davolio#Nancy
10316,Tarte au sucre,28/09/2018 19:24,Rattlesnake Canyon Grocery,USA,Albuquerque,70,39.4,Sales Representative#Davolio#Nancy
10317,Chai,30/09/2018 23:12,Lonesome Pine Restaurant,USA,Portland,20,14.4,Sales Representative#Suyama#Michael
10318,Jack's New England Clam Chowder,01/10/2018 23:00,Island Trading,UK,Cowes,20,7.7,Inside Sales Coordinator#Callahan#Laura
10318,Lakkalik??ri,02/10/2018 2:36,Island Trading,UK,Cowes,6,14.4,Inside Sales Coordinator#Callahan#Laura
10319,Alice Mutton,03/10/2018 2:48,Tortuga Restaurante,Mexico,M?xico D.F.,8,31.2,Sales Representative#King#Robert
10319,R?ssle Sauerkraut,02/10/2018 13:12,Tortuga Restaurante,Mexico,M?xico D.F.,14,36.4,Sales Representative#King#Robert
10319,Lakkalik??ri,03/10/2018 2:48,Tortuga Restaurante,Mexico,M?xico D.F.,30,14.4,Sales Representative#King#Robert
10320,Flotemysost,03/10/2018 12:00,Wartian Herkku,Finland,Oulu,30,17.2,Sales Manager#Buchanan#Steven
10321,Steeleye Stout,04/10/2018 13:24,Island Trading,UK,Cowes,10,14.4,Sales Representative#Leverling#Janet
10322,Filo Mix,05/10/2018 10:12,Pericles Comidas cl?sicas,Mexico,M?xico D.F.,20,5.6,Sales Representative#King#Robert
10323,Genen Shouyu,07/10/2018 21:36,K?niglich Essen,Germany,Brandenburg,5,12.4,Sales Representative#Peacock#Margaret
10323,NuNuCa Nu?-Nougat-Creme,08/10/2018 4:00,K?niglich Essen,Germany,Brandenburg,4,11.2,Sales Representative#Peacock#Margaret
10323,Chartreuse verte,07/10/2018 7:12,K?niglich Essen,Germany,Brandenburg,4,14.4,Sales Representative#Peacock#Margaret
10324,Pavlova,09/10/2018 16:48,Save-a-lot Markets,USA,Boise,21,13.9,Sales Representative#Dodsworth#Anne
10324,Steeleye Stout,08/10/2018 13:24,Save-a-lot Markets,USA,Boise,70,14.4,Sales Representative#Dodsworth#Anne
10324,Spegesild,09/10/2018 4:24,Save-a-lot Markets,USA,Boise,30,9.6,Sales Representative#Dodsworth#Anne
